Background_Color,Text_Color,Contrast_Ratio
#E3BDC7,#9AE996,1.06
#A24B0D,#E8BC8A,2.03
#8B4654,#98DBFB,2.23
#EF702D,#DF7D24,1.04
#29F051,#D1ABFC,1.01
#CA757B,#218D06,1.22
#C73341,#E95BCD,1.48
#B78CF1,#0149F9,2.03
#A7D2A4,#447AF4,1.59
#81FAC1,#AFA60A,1.37
#363529,#4D6F1D,1.7
#EF997B,#0F1197,4.66
#F56784,#FD58AC,1.04
#F8B085,#820FDB,3.0
#9073E7,#F3EBC5,1.73
#972226,#011E0D,2.03
#7B0039,#0AB866,3.58
#D8ACC2,#813236,2.45
#A8ED24,#783D79,2.43
#16408E,#C399EE,2.46
#B2A63C,#A066AA,1.32
#B10E0D,#C3E4D3,3.79
#5FE4CD,#A4F002,1.04
#68099B,#FE9001,3.24
#5260B5,#03D555,1.54
#A884C9,#EFAD4D,1.23
#3BF878,#5E84E5,1.47
#B20686,#B21DDC,1.35
#09A5D6,#3802C5,3.67
#D6F800,#57D3E1,1.19
#8666CC,#D35FF4,1.11
#17F1A2,#672F4F,2.73
#145B69,#9D3F51,1.08
#631DA1,#33729C,1.76
#B81ED6,#F5C6E3,2.51
#BBA0E3,#DE7AD9,1.13
#88A753,#622A2A,2.51
#F6BA69,#BCCF1B,1.01
#8C4D59,#23E750,1.84
#162E13,#75011A,1.29
#3F9E94,#92596B,1.3
#D3B466,#FF3648,1.75
#351F92,#3A71B2,2.09
#424ABC,#492576,1.47
#157E10,#46634F,1.04
#E4EBD7,#139BF5,1.68
#A74C41,#0D9F56,1.26
#BF48C3,#099ED9,1.21
#8E81C1,#77CD21,1.25
#F5CB20,#DB17A1,2.43
#8B109E,#13647B,1.49
#02C60E,#49890B,1.23
#AB84B3,#16BFE9,1.09
#7FE792,#6B3F4E,2.5
#70F644,#2D2A5A,3.69
#387C56,#375D0D,1.3
#85ECF4,#695D24,2.18
#647F95,#9AF3E4,1.74
#C36A88,#EDAF21,1.36
#C89418,#A281EF,1.04
#2B21F0,#8B7052,2.04
#0F838C,#DA45F9,1.06
#9C942C,#98BCB6,1.24
#452739,#1B546A,1.45
#48E88A,#EA16A9,2.26
#4FADD0,#1573B3,1.5
#CA6C00,#0F7776,1.21
#1EB302,#BAEED1,1.61
#DBA1D9,#D91A13,2.41
#746567,#687633,1.05
#8D8124,#E09AE1,1.36
#467118,#2E7D28,1.04
#6312C6,#7F4C82,1.7
#2EB66A,#0463DA,1.6
#BEAEB6,#762B6B,2.5
#78CE24,#0BE9FD,1.06
#FB593D,#83A060,1.21
#755F6D,#2997B2,1.25
#9B1A93,#5D6A78,1.56
#3FA6DE,#A6E1AF,1.38
#61B761,#334A2B,2.15
#0705CB,#CF04D5,2.31
#5FE89E,#652306,3.52
#558065,#868BA9,1.18
#C5A4C1,#A57F2D,1.31
#86B3A9,#607CDC,1.32
#77EAB8,#082F53,4.05
#C842B4,#F97E76,1.42
#20E8C9,#B87A9B,1.33
#BF5B93,#E0600D,1.01
#71C872,#87D69A,1.09
#4F8D4E,#A9E675,1.63
#190997,#140078,1.38
#879126,#ABD44E,1.4
#826B84,#8C67A9,1.02
#08A724,#E6BB9D,1.51
#E5FA29,#B88973,1.54
#CFF21E,#2D90A0,1.7
#CFC046,#93CC2C,1.03
#7858C9,#7AF265,1.89
#670E5D,#14AD85,2.93
#EE83CC,#AA4B6B,1.56
#A4AD0E,#6F3D2E,2.07
#4543DE,#A3D576,2.28
#A8311A,#E21489,1.0
#37A96B,#3E3DEB,1.77
#641E9D,#9FF54F,3.41
#5B7FA7,#E2E8BA,1.78
#91DDCC,#704C2C,2.3
#F1342A,#1248A8,1.3
#9390D1,#216B14,1.66
#D8D9DC,#5DC97D,1.24
#0C951A,#EBDF4E,1.84
#50FA16,#8C7BF8,1.42
#B719DA,#E0E288,2.72
#D87DC0,#77E3CE,1.33
#C944CD,#B1225D,1.46
#1AD03D,#E1E582,1.36
#3EDE4F,#3F7C03,1.66
#27FBA8,#4911BA,3.95
#8AC027,#A3FB14,1.25
#D820C6,#41ADC3,1.71
#68D462,#8C4FDC,1.68
#CD8BE5,#3E85E5,1.25
#C16C3D,#054D28,1.89
#895B53,#E6C772,1.88
#FE08D9,#049DD5,1.6
#3D33C3,#16E556,2.46
#4A3D82,#A02A3E,1.0
#4CB7AD,#D63E35,1.62
#EDA0F0,#6BC9D4,1.0
#043120,#AC7AF5,3.03
#4BC6A8,#24CC32,1.07
#8D1B85,#AAF3A6,3.28
#90EDDE,#3DB24A,1.45
#68D4EB,#A96964,1.55
#A62490,#BA1171,1.16
#49B3C4,#36A589,1.12
#17DE5F,#7FCC0A,1.02
#3A6DC1,#9376A1,1.2
#1AC3CA,#E8384A,1.6
#69CC18,#C3827A,1.17
#339301,#3C4A57,1.52
#A33FFB,#48BCF2,1.63
#390BCE,#688263,2.84
#5DBAE5,#79B5DE,1.01
#ADB3BB,#0FA591,1.32
#4E5A9F,#2E548D,1.13
#8F37C9,#E3DE8B,2.37
#130613,#58302D,3.07
#56B087,#997D78,1.16
#6397B1,#1B666B,1.56
#AC8963,#D1EC9E,1.54
#3A2734,#A2A66B,3.06
#68240F,#F061D5,2.41
#138083,#4E5BCC,1.08
#F6B933,#397C10,1.75
#B1DEEA,#A9EBD1,1.03
#7081AB,#75B957,1.25
#23E259,#7B909C,1.23
#C8784C,#676184,1.29
#4C3CA6,#904647,1.18
#239F88,#8C7DEE,1.04
#CFEB0C,#FAA098,1.18
#F5DC56,#B9BB06,1.23
#D1EA83,#C6907D,1.4
#85611C,#D43A3A,1.09
#6AA7FC,#B58CBC,1.05
#9A4678,#9C0D3A,1.75
#78A8A4,#4BD942,1.11
#DBACC3,#A4A9F8,1.05
#5826CC,#C378BB,2.09
#4B5086,#D0F908,2.47
#A0B805,#0FCD83,1.04
#033545,#687854,2.25
#1ECA8B,#3AD298,1.07
#7BB383,#30081B,5.76
#5B9990,#3CC616,1.11
#6B6FDD,#8BF636,1.7
#C54AFD,#06FA9E,1.62
#4B9550,#51A7CE,1.16
#964305,#623E4F,1.11
#87857C,#BD15C8,1.77
#BB15C1,#D33B18,1.25
#370499,#61ABFF,4.54
#3E2B69,#1168EC,1.68
#F8E9E6,#7CB097,1.41
#2DEDAD,#622200,3.53
#3E8850,#91D9FC,1.68
#75F6F7,#01A7F7,1.54
#74395F,#01E4EC,2.27
#98E55D,#3EC0FB,1.19
#B0802C,#1BBF02,1.07
#39C96E,#D3AC06,1.03
#2CE29B,#620FC2,3.34
#D1F57F,#8FD1EE,1.15
#71FE74,#BE667B,1.68
#674161,#C5857D,1.8
#228302,#ED9329,1.5
#9ECA1A,#D6A59F,1.03
#4F745B,#8736D9,1.24
#3AD4CA,#35C514,1.15
#D35004,#1F5C74,1.23
#4F9378,#070D04,6.02
#8C270D,#F7CAC2,3.14
#A06598,#69CEBC,1.51
#4D0AF6,#571437,1.09
#9D2AB9,#110001,5.45
#EC7F71,#AD478D,1.47
#A42C3F,#4D1EC0,1.3
#17ECA7,#97FF08,1.15
#C171AF,#752E03,2.08
#47DB59,#34F93F,1.08
#DF0893,#04C6BA,2.2
#2F51B9,#F49677,1.92
#9D2B40,#4F0DA7,1.6
#2A8AFB,#B25C2F,1.16
#7FB8AA,#B9F862,1.29
#3B039B,#090DE5,1.05
#263D8C,#F83F59,1.57
#194DF1,#CCEF55,2.58
#487F71,#E98191,1.3
#E110B1,#EFCCCC,2.64
#7FD97C,#C24F5D,1.74
#31FBCC,#028A14,1.92
#4B4B88,#47AB05,1.63
#805951,#DDCE00,1.89
#3D86E8,#BACFB5,1.54
#8E7BCE,#5FE0CB,1.43
#38420A,#171A3B,1.79
#7E4B5C,#C058C7,1.31
#B8B34B,#36610A,1.96
#DA6ED2,#DB3391,1.44
#2A05A6,#1343F3,2.21
#009FB8,#6DFA41,1.57
#E26A65,#05AD02,1.05
#44FB67,#067AEF,1.81
#C46F54,#4A80DA,1.03
#A19300,#FF256B,1.5
#6037D0,#65F1E0,2.55
#E45E1F,#CAB98F,1.52
#5D6E46,#F9585B,1.16
#01E3CF,#A6D62E,1.07
#772F85,#8EBEF9,2.42
#630D18,#D16C6F,3.18
#14996E,#10A5D6,1.11
#AB1738,#A83850,1.35
#3A36CD,#BF6EC9,1.87
#EB0F3F,#7FB882,2.32
#1553C9,#8E825D,1.57
#65B828,#D1FDA9,1.48
#D53FE5,#6AA58B,1.37
#A654B4,#3F5EF2,1.09
#AD8809,#3F87F5,1.05
#3E9CD6,#BF5C23,1.26
#F1F6C8,#59C3D8,1.36
#D22256,#D60508,1.41
#52BECF,#314CA7,2.02
#D03FFC,#5DCC3B,1.52
#4473AB,#6E0C4D,2.42
#D62CAF,#43BAB1,1.69
#ADAE76,#406045,1.82
#1D2D89,#7FD005,3.1
#323653,#C3AE7F,2.76
#E0549B,#F77EAD,1.28
#FB1E93,#90923B,1.55
#1096AD,#42DA12,1.35
#5DD000,#97CE88,1.11
#5ECE0C,#ADCBAC,1.14
#04EE96,#0C2A12,4.17
#709D01,#622227,2.45
#D64A4F,#D83BD8,1.0
#ACDB46,#0CB8E9,1.29
#2A0E90,#9C5FFE,3.14
#275386,#370428,2.98
#41DC77,#E1DE40,1.16
#26768B,#878765,1.26
#1361C2,#24A0AE,1.47
#405052,#EC7C74,1.79
#4C9C79,#AA0636,2.61
#9A3847,#B36793,1.49
#9D3418,#BC3542,1.12
#CFECB5,#57E3C6,1.15
#80FBC9,#E37BDE,1.42
#1FE440,#237342,1.74
#BDE5D4,#36D247,1.29
#241815,#90344C,2.2
#25470D,#53316A,1.01
#5490CB,#F79C61,1.24
#D16066,#79FAB7,1.73
#BB6B26,#09CEA9,1.32
#1C01CE,#AC715F,4.0
#401924,#AADF7C,4.64
#4BF9AE,#1750D3,2.43
#80C066,#6757BF,1.67
#129365,#FB5417,1.01
#4391C1,#60F1C1,1.52
#8D95FD,#01D81A,1.01
#3FDA6D,#6EE4DE,1.13
#034144,#ECC3D5,3.36
#D35A96,#506160,1.25
#FB14E2,#C30C63,1.38
#7A718D,#88DFBE,1.66
#F66D8F,#6C09B4,2.78
#BF2DF9,#094F8A,1.28
#445379,#FD069A,1.16
#C63AB3,#372679,1.81
#5B08DF,#B6018F,1.16
#D4CAC9,#898772,1.48
#53A5DA,#DBBB1D,1.19
#70FD99,#6C8925,1.68
#589BFD,#0345DD,2.04
#09312D,#DDAA9F,3.64
#1A4F95,#B327C7,1.09
#280369,#3C8625,4.0
#9E6F23,#F72BFC,1.12
#14D64A,#58943A,1.24
#FFD9EE,#F8BEAF,1.12
#E26FB7,#429358,1.11
#8DE74D,#824386,2.18
#45145C,#11213E,1.09
#42FA5B,#010FDE,5.34
#6FE0B6,#509D9A,1.37
#B35506,#C96262,1.18
#227818,#865A89,1.07
#C1B6BA,#E8913F,1.16
#763411,#3E17E8,1.29
#CDAF47,#107324,1.85
#0000F1,#D82D9B,3.38
#CF10F1,#B02D1E,1.01
#2055BE,#A56AAB,1.45
#CC875B,#633525,2.14
#8B2239,#8AD5C0,2.94
#F77DBE,#2FBD57,1.03
#69A163,#0151DB,1.81
#CA8F57,#685F00,1.6
#8B10D3,#327DDB,1.86
#850388,#BD5BB2,2.47
#2A9889,#268B90,1.07
#179ECE,#2E33A4,2.05
#62C491,#54167A,3.34
#4042EF,#BFE332,2.41
#4F6F4B,#64295C,1.63
#0D8F41,#938782,1.22
#0A0587,#8B9BAC,5.87
#35F503,#216914,2.07
#8F33F5,#81A8B4,1.78
#2887B2,#462753,2.12
#5E2383,#F1D2BA,3.39
#6A28F5,#271018,2.38
#A48877,#3164B9,1.42
#0462F3,#D2190B,1.33
#26E860,#F47918,1.27
#F0D033,#06D1E6,1.2
#5252DD,#6443E4,1.07
#4B4859,#5E431D,1.05
#5CE7CA,#0D495E,2.85
#97A852,#089F24,1.31
#45B89E,#43A3CE,1.08
#1EC11A,#7EFC29,1.4
#CD0C7D,#E662F6,2.02
#5575A4,#4D4FC0,1.27
#F64D99,#507FEB,1.05
#F6D8BC,#22FD5A,1.12
#5B3FAB,#66EEC6,2.45
#687D1A,#588A30,1.06
#BFFF2F,#15F9F8,1.12
#BA8099,#94FA05,1.44
#031C21,#67CB3E,5.15
#95C9EB,#9F360C,2.38
#1F3323,#E65A92,2.34
#73055D,#18D8E7,3.98
#120D6A,#39ECF0,6.29
#50485A,#0482B5,1.36
#84DFDA,#D9F74B,1.12
#B1B111,#31C781,1.02
#21765A,#6ED6CC,1.84
#A945F8,#BEE77F,1.96
#2F8EB6,#B14369,1.3
#AC8E5C,#38B8EE,1.1
#8B8884,#E5F686,1.66
#B71C63,#A6D48D,2.66
#25B6F5,#6D5740,1.64
#F1DFA9,#BE2E46,2.59
#93993C,#0A8781,1.31
#55CE14,#07123F,5.67
#3635F3,#E4D586,2.8
#40F027,#D2C16F,1.01
#0F167A,#FD4761,3.07
#0C9ED9,#49934B,1.04
#A4171A,#42761C,1.72
#48894C,#C8F67D,1.83
#5A72CD,#ADD101,1.55
#56A5F1,#0B955C,1.3
#382AAF,#DF4FC5,1.94
#50891E,#1E72CE,1.12
#F0DDB9,#A2D51A,1.17
#D8E043,#8C9F4B,1.38
#FB39ED,#8A3457,1.45
#D95C7A,#8809A9,2.21
#C4C562,#04D455,1.18
#F243BD,#CB4A2A,1.12
#8085E6,#181B88,3.23
#6B25C6,#50B214,2.08
#283227,#C1E8C8,3.91
#AF917A,#31A978,1.06
#82F060,#50E8E3,1.03
#3C9562,#2A639D,1.34
#562D08,#74FB43,3.48
#E04EBA,#2BA648,1.13
#46AEA5,#00D03C,1.01
#0997C9,#40B166,1.17
#027223,#DDEF6D,2.45
#0FBC91,#503F55,1.99
#EEA7EE,#7B61C0,1.64
#BD5EEE,#29D769,1.33
#597FFE,#E79D2B,1.26
#1943C1,#AA7D14,1.75
#DFADD4,#C880FA,1.21
#C03FA5,#EB53AB,1.22
#36115E,#ED1E6A,2.14
#ADD254,#E5F8D6,1.24
#AD4648,#107EBB,1.14
#674123,#5C08A8,1.67
#91CD04,#B7F19E,1.24
#13C431,#584D8D,1.66
#D0AF99,#26DE5F,1.04
#D2B382,#D14124,1.83
#F1AB12,#A6F4A3,1.25
#2EFDC4,#48665D,2.02
#07C9FD,#A2EA7D,1.27
#3DE418,#6A3E10,2.36
#AEA7DA,#618B64,1.32
#B375E1,#31ED90,1.35
#6DEBC6,#486688,1.97
#393C20,#B980BF,2.25
#E2479B,#347485,1.05
#7ED464,#FE19EF,1.95
#13FBDB,#FD33DA,1.79
#3B4AD7,#D4F4DB,2.65
#A72FCE,#41DA5A,1.95
#8BA436,#82B15A,1.06
#AE63DA,#58D9E5,1.49
#82EF5B,#382423,4.12
#631D47,#33E19B,3.28
#4B938A,#7A5E40,1.3
#2321FE,#4FABA3,2.63
#E10A90,#5D0541,1.92
#A3C69C,#FC11AB,2.2
#E3883C,#C17D3F,1.1
#6F856F,#13455B,1.92
#0F3ABD,#2D3BAD,1.08
#5AE760,#250EFA,4.19
#A3411B,#915AFB,1.32
#ED9418,#0E5575,2.01
#680DB2,#C5AECA,3.4
#813C52,#911946,1.34
#CC6D25,#26DE32,1.34
#74F9BD,#CE0D7A,3.07
#83D738,#63AD41,1.22
#E2D0D8,#5F0A3B,5.08
#E69172,#7B4022,1.99
#8C28F0,#1CA052,1.57
#376735,#7E593F,1.06
#783C8F,#2A184E,2.06
#48FF18,#3C9B08,1.55
#299323,#31845C,1.04
#9AEC32,#3C771C,1.93
#999084,#988D91,1.01
#B622FA,#6DCB08,1.94
#5E387E,#4792D1,1.8
#3B0C47,#6EE0CA,5.41
#F3A639,#777BE2,1.32
#40EE6F,#C21ECB,2.27
#C2007E,#F11DF2,1.62
#9CE091,#F40F47,2.69
#9E3684,#364797,1.1
#26EB0D,#FF512D,1.48
#FB05A7,#7EA85F,2.04
#B5978B,#286B31,1.67
#FD9BAD,#EA8EB0,1.07
#9A99F6,#76B4B0,1.04
#7B9F06,#2A184B,3.46
#59D2EC,#C28BA3,1.2
#F3839A,#872025,2.53
#869716,#B5ED48,1.5
#E593AA,#DB0854,2.52
#2C177C,#6069A2,2.52
#977C13,#E67B48,1.15
#A43C1E,#A7EAD5,2.49
#1935D1,#0685E3,1.77
#18DFBD,#F0D4DE,1.21
#91063F,#DE41C9,2.31
#339A84,#11DE94,1.3
#2B9771,#E2F4B3,1.8
#B9F780,#76879B,1.63
#C01055,#CA8C05,2.2
#FFB666,#97F4F7,1.16
#2CC5AA,#929917,1.13
#F694F5,#B19F7A,1.09
#CAFFEB,#289F70,1.78
#9A671D,#1FB679,1.31
#DDC6EF,#E01161,2.75
#483DDD,#5CD802,2.13
#9A7529,#AAC75A,1.5
#81C5F3,#82A814,1.23
#DB2931,#A9116F,1.34
#3A6B39,#58E508,1.85
#970ED4,#A26515,1.72
#1A3516,#0E0735,2.35
#59BE91,#601245,3.49
#E7F3D6,#3D205C,4.55
#9BE010,#55122B,4.42
#1A40C2,#41C1B0,2.27
#20A577,#718778,1.03
#D39FF2,#EF6203,1.41
#0A8661,#0828B9,2.09
#18C2BE,#5AE370,1.19
#570C8D,#D99658,3.45
#BC8DF0,#D8F02C,1.37
#77F912,#1BFC31,1.08
#56C9EC,#BD18F6,2.18
#822420,#96AF5C,2.58
#105CF8,#32C2D0,1.77
#E1BE01,#3405F1,4.39
#43B4DF,#AB47D2,1.49
#09DD67,#FDF5D7,1.43
#85928F,#0422F9,2.79
#3A8C6E,#DE7F05,1.14
#46D3B2,#1C9101,1.56
#55069D,#9CFFD7,5.25
#A8DD17,#058771,1.76
#1386AB,#90C61E,1.5
#900892,#17D98E,3.07
#7BA938,#5B4E69,1.72
#1A5A20,#1E1B92,1.73
#D2CE08,#5E5E37,1.98
#482192,#18C822,2.63
#EDE34B,#B19878,1.38
#88F4EE,#C055E2,1.79
#97FEBC,#51EE71,1.15
#CB3CC2,#5E60A9,1.01
#30CAEA,#D3F62D,1.28
#96DFAE,#C60314,3.71
#D7ADA7,#BAC559,1.03
#3040E8,#FF7D58,1.9
#A7F67A,#9A9FDE,1.33
#976C60,#ACB9FC,1.55
#A8A5C1,#D59DEE,1.04
#B08C4D,#FE8700,1.05
#9BEC86,#88BA18,1.27
#9ABF8E,#EF7798,1.2
#22A81A,#BAD3A3,1.51
#2A7EF8,#1887D4,1.0
#92D7E8,#90C249,1.14
#C2BCF9,#B813E7,2.51
#9D683D,#785F34,1.14
#13854D,#2FCD3C,1.48
#EAD705,#08DFD7,1.14
#26A61D,#D4228B,1.54
#6EC32C,#E78AC6,1.02
#8B7659,#B40F1B,2.09
#CDCC40,#3286B7,1.56
#F104CF,#35B8E5,2.1
#7E5F03,#31A8D2,1.47
#685681,#EE872D,1.54
#E576F8,#8B11A1,2.48
#6EA9B8,#E1E815,1.34
#F175A9,#269AB2,1.11
#2FE91A,#0254BF,2.2
#0ED2D3,#FCF91D,1.36
#E64FB4,#A7ACF2,1.44
#B50CA1,#E4FB3F,3.43
#1428F0,#63CAC8,3.06
#F10DA1,#982F82,1.04
#8E3228,#F849D4,1.63
#ACEC3F,#B273D2,1.5
#9CF9B5,#C6D0D1,1.08
#672845,#DA6DB9,2.2
#EB81B5,#473094,2.31
#225AB8,#D0475F,1.17
#A52A69,#BBB2FD,2.32
#E868B6,#77EC86,1.45
#ED37A1,#9CD964,1.83
#9B7E76,#8F7670,1.06
#CAEF2C,#70E7BF,1.07
#1BB856,#827822,1.21
#430A0A,#43AC3B,4.42
#38A42C,#ED0DC4,1.68
#5997CE,#7962EA,1.23
#A9B8D3,#9CD506,1.02
#2C389B,#00387D,1.19
#07BA22,#B883F4,1.09
#F31231,#19BB17,1.9
#0A3777,#D891B3,2.79
#CFD8F4,#031B7E,5.48
#8D3F70,#0413B3,2.39
#AAFD0C,#E6BEE9,1.08
#C37577,#EFD4D7,1.58
#7BEE45,#4EBA00,1.32
#6928E1,#5F379B,1.04
#DB1895,#404E91,1.06
#CC5295,#4D795E,1.03
#3B3240,#8AA9DA,2.72
#C06C4D,#4C9EA1,1.13
#9D5304,#558351,1.23
#721A75,#920B93,1.03
#992A68,#9EDA49,2.51
#55E751,#1CC533,1.24
#C96529,#26253F,2.52
#D18DAA,#B052B7,1.4
#99F1AB,#7705D9,4.01
#9F7FB3,#74D7F9,1.39
#6E7CE0,#CAAFD0,1.39
#0EB75C,#C3EB0F,1.46
#A4BEB8,#E828C4,1.88
#E4AD8A,#574DD2,1.92
#8921A9,#C0CB8A,2.69
#F3C1A2,#7BC209,1.2
#79785E,#CFAC02,1.37
#5ED0D6,#FDE2D6,1.24
#F099B0,#6F81EE,1.28
#9D044F,#ABB946,3.41
#4F6860,#359B52,1.27
#4EE2C5,#590775,4.55
#DE5604,#8676C4,1.15
#9F4A16,#4D945B,1.4
#25710B,#4606F0,2.08
#2C915E,#EF5F1A,1.01
#2BC73C,#4CA8CB,1.03
#5477B2,#B8CF2C,1.58
#9D5B33,#41E301,1.64
#A6ABDD,#7BA923,1.15
#6244B8,#8ACF53,2.05
#DC4B54,#4D0C97,2.45
#4EA4A3,#1D75EE,1.32
#8C390B,#01728A,1.24
#732845,#D6B449,2.72
#A6C6D6,#A08060,1.41
#D78BB9,#9FA732,1.01
#7F6A4F,#FF180F,1.42
#B9F3A8,#D2D457,1.11
#301F1E,#71C24C,3.83
#7978A7,#8D277A,1.72
#D1601B,#4C436E,1.51
#552B1A,#F3A29A,3.02
#EE0A33,#FADB21,3.03
#071878,#2965C4,2.69
#C46FAA,#D635BA,1.33
#8C0ADE,#19E93B,2.88
#B67F98,#3FC11C,1.08
#6506BA,#20BC18,3.0
#613CDE,#9DE817,2.32
#9BDE8B,#616C52,1.84
#E4008B,#1D4D2C,1.08
#982D86,#F6749D,1.83
#3C6F52,#5F0709,2.87
#D491F3,#F77409,1.2
#73614E,#ECA9EC,1.79
#B15441,#4DAA2C,1.34
#64616F,#6B3742,1.4
#C1ABD1,#DA195E,2.28
#D34FB1,#94FE49,1.82
#C9BCC7,#8F7C84,1.45
#487916,#829582,1.35
#C07FAE,#713D82,1.75
#835DAB,#C90888,1.68
#F3841A,#5485D4,1.14
#D28CD1,#7D5EEC,1.4
#94DEE9,#0F5168,2.7
#2340A6,#D75454,1.6
#45824D,#D6A9C1,1.53
#ABEA4E,#9A5205,2.13
#F4008B,#C72868,1.22
#9F6C0A,#DA22C1,1.28
#E54C6A,#33C50F,1.34
#EA8D61,#96AA02,1.02
#BEEDEC,#F3D06A,1.09
#11F722,#891712,3.28
#199E7D,#7475F8,1.01
#60F91C,#129FDD,1.46
#15619E,#334769,1.2
#51D8B7,#8BFBCD,1.2
#FF4BA4,#97E844,1.63
#B03B9C,#82974B,1.48
#338029,#4616DF,1.99
#67C898,#CFA4F2,1.02
#1F8027,#58CE23,1.59
#62871D,#1F82D2,1.04
#0F0D43,#6E815F,4.5
#41FABD,#57FAE5,1.03
#0D75D9,#42A0E8,1.38
#3F15B1,#F5B377,3.73
#4CE062,#015280,2.43
#CAB459,#8EFC2F,1.19
#818CAC,#F9A0BA,1.27
#7CBECA,#C809A1,2.59
#E9D94E,#B5D05C,1.08
#2CAD2A,#9A9E50,1.1
#14F4CF,#60B8F1,1.13
#E77CB3,#13F33F,1.19
#603727,#B418A3,1.06
#7F803F,#271912,3.38
#30889F,#E241BF,1.09
#CC295A,#DFAC00,1.99
#961E16,#4B5CFD,1.67
#2C6E8C,#CC5302,1.04
#9A6F44,#990954,2.25
#A4CAA1,#83D5EC,1.03
#D4467C,#618E35,1.19
#A6966D,#317754,1.43
#37BAB1,#A97011,1.31
#B0DF4F,#098AE2,1.66
#F15AB1,#55DC81,1.4
#233F50,#3BBB87,2.38
#CB0317,#412409,1.13
#2814B5,#EEBFF9,4.48
#CFAAD0,#CCED1C,1.18
#81AFC6,#EFB53A,1.1
#637B83,#157C2B,1.2
#06717C,#124E4F,1.33
#8E276E,#09127C,2.16
#F40E29,#6933C4,1.1
#E1E4CF,#68B374,1.39
#10152B,#9BFFD9,7.11
#270141,#0FB18A,5.77
#32D327,#BCF5C3,1.37
#0EF810,#DDB415,1.02
#777487,#B97F43,1.13
#3E5A37,#C2DCEB,2.42
#DBB7FF,#741995,3.16
#032CA6,#077003,1.66
#9EB169,#7FAEE0,1.0
#DDECA7,#9B7B55,1.72
#C5BFB5,#52A28F,1.31
#DEA0D0,#68C82B,1.05
#60DE54,#FE12D5,2.08
#F8E227,#54C880,1.26
#CA20FB,#78767F,1.36
#EC4E64,#4925F1,1.75
#B595C5,#909EF0,1.01
#9A799A,#E34F89,1.12
#2D9E95,#A8740C,1.1
#7AE847,#369736,1.54
#45663A,#4EBABC,1.68
#7E6B8C,#6E5FC1,1.07
#81E4D5,#506B1E,2.02
#280C71,#16338C,1.68
#0A69C2,#470A41,2.62
#751F61,#3A0731,1.99
#2D99D6,#F48BCF,1.22
#0F3B52,#F62729,1.5
#12F618,#40C4D3,1.07
#8D4D52,#B5C05D,1.88
#2A7354,#038B8C,1.12
#EDF60C,#AA94FF,1.39
#96D556,#AE2965,2.35
#253198,#A8C038,2.85
#47AF0A,#858628,1.1
#14D932,#6667C9,1.43
#DBCA1F,#CB3C9F,1.87
#3A7A84,#AA0CD2,1.68
#48DFB4,#31318A,2.94
#949437,#BFDFC3,1.47
#C7C45B,#F132DB,1.75
#E4F47C,#06F37B,1.24
#3E3415,#7625A4,1.18
#2DE2E2,#258604,1.72
#74E4C8,#A30C87,3.27
#12EF36,#CA1CC8,2.12
#66B659,#826557,1.44
#076CC4,#FF2234,1.11
#BA2A24,#CB5D5C,1.52
#60CDDA,#9F3EBB,1.87
#04DC19,#9BFCDC,1.4
#0C6DB6,#221CC7,1.96
#6515DA,#0D6139,1.37
#527D2B,#22571D,1.46
#980929,#42EB38,3.65
#698CB0,#0496C1,1.1
#61AB4C,#DAD780,1.38
#29DE1B,#33E120,1.03
#F7FDA0,#082BAB,4.48
#DC29E3,#DCDE1E,2.09
#2A3235,#84D12D,3.16
#3B0790,#A7989B,4.13
#A08578,#C19DE4,1.21
#A174DE,#3DB6B7,1.16
#4971B2,#32BFAC,1.41
#3E654D,#CC2289,1.15
#4B08C6,#8E8A7F,3.1
#1CA9EF,#6B1F79,2.36
#0FB508,#1A5FCC,1.45
#50F597,#CEB5AA,1.09
#09B120,#259002,1.16
#2B5278,#5D7E9C,1.5
#E95FA4,#C1680B,1.1
#752FE9,#46EF46,2.31
#0BD60D,#BBCB8B,1.23
#2B8E26,#FE7DAB,1.34
#7C9EF6,#A155BD,1.4
#E14371,#272B13,2.19
#7B9389,#DC37D0,1.35
#DA34C8,#C1A1E7,1.68
#7BB271,#34E483,1.13
#DB5F87,#B2D612,1.5
#806E5B,#C12210,1.58
#EBA565,#2D8C2A,1.5
#C2D3CA,#FEDF79,1.07
#E7121E,#5C9AE7,2.07
#AE669A,#A73D77,1.33
#AF4594,#805451,1.04
#53C84C,#670C2B,3.86
#2C3F46,#3C15A8,1.37
#2DAC84,#B687D9,1.06
#73DBB7,#690C62,4.08
#5C666C,#C6B479,1.7
#F02CB2,#7F408A,1.13
#ED1983,#BAA726,1.93
#7D232F,#A553E2,1.82
#DDC4DB,#291645,5.11
#CED425,#4075C6,1.7
#A1BE1F,#67D5A7,1.08
#D6C50A,#3B73CF,1.63
#541FCA,#0AA03F,1.99
#D51C38,#2A6D66,1.3
#806602,#5FDB10,1.69
#F949C8,#EC449B,1.08
#E9E289,#0C32BB,3.62
#360A8A,#E74BF2,3.22
#258B1F,#30731B,1.14
#2CA694,#359748,1.1
#5E5A7F,#B76334,1.19
#ACD1E3,#EBA652,1.15
#01BEEF,#7D15B0,2.48
#FD9265,#0281F1,1.45
#C3C95B,#5E08C1,3.9
#7EEF08,#8C0856,3.88
#A26470,#B4CB9D,1.64
